Task,Bolt,Sequence Step,Time (ms),Prevail Torque,Torque,Torque Units,Angle Total (deg),Angle since Threshold Torque (deg)
1,1,1,1383,0,0.0893,n-m,45085.1868,45085.1868
1,1,1,1384,0,0.1064,n-m,45119.3846,45119.3846
1,1,1,1385,0,0.1197,n-m,45153.3187,45153.3187
1,1,1,1386,0,0.1292,n-m,45187.1648,45187.1648
1,1,1,1387,0,0.1387,n-m,45220.8352,45220.8352
1,1,1,1388,0,0.1406,n-m,45254.3297,45254.3297
1,1,1,1389,0,0.152,n-m,45287.6484,45287.6484
1,1,1,1390,0,0.1539,n-m,45320.967,45320.967
1,1,1,1391,0,0.171,n-m,45353.9341,45353.9341
1,1,1,1392,0,0.1634,n-m,45386.989,45386.989
1,1,1,1393,0,0.1691,n-m,45419.8681,45419.8681
1,1,1,1394,0,0.1748,n-m,45453.011,45453.011
1,1,1,1395,0,0.1748,n-m,45485.978,45485.978
1,1,1,1396,0,0.1653,n-m,45519.2967,45519.2967
1,1,1,1397,0,0.1539,n-m,45552.7033,45552.7033
1,1,1,1398,0,0.1501,n-m,45586.3736,45586.3736
1,1,1,1399,0,0.1482,n-m,45620.3077,45620.3077
1,1,1,1400,0,0.1406,n-m,45654.5055,45654.5055
1,1,1,1401,0,0.1349,n-m,45689.0549,45689.0549
1,1,1,1402,0,0.1311,n-m,45723.4286,45723.4286
1,1,1,1403,0,0.1273,n-m,45758.1538,45758.1538
1,1,1,1404,0,0.133,n-m,45792.7033,45792.7033
1,1,1,1405,0,0.1235,n-m,45827.4286,45827.4286
1,1,1,1406,0,0.1121,n-m,45862.1538,45862.1538
1,1,1,1407,0,0.0912,n-m,45896.967,45896.967
1,1,1,1408,0,0.0874,n-m,45931.7802,45931.7802
1,1,1,1409,0,0.0798,n-m,45966.6813,45966.6813
1,1,1,1410,0,0.0779,n-m,46001.5824,46001.5824
1,1,1,1411,0,0.0722,n-m,46036.4835,46036.4835
1,1,1,1412,0,0.0741,n-m,46071.2967,46071.2967
1,1,1,1413,0,0.076,n-m,46106.022,46106.022
1,1,1,1414,0,0.0836,n-m,46140.7473,46140.7473
1,1,1,1415,0,0.0855,n-m,46175.3846,46175.3846
1,1,1,1416,0,0.0893,n-m,46209.9341,46209.9341
1,1,1,1417,0,0.1083,n-m,46244.2198,46244.2198
1,1,1,1418,0,0.0969,n-m,46278.4176,46278.4176
1,1,1,1419,0,0.1083,n-m,46312.4396,46312.4396
1,1,1,1420,0,0.0988,n-m,46346.2857,46346.2857
1,1,1,1421,0,0.1102,n-m,46380.044,46380.044
1,1,1,1422,0,0.0969,n-m,46413.7143,46413.7143
1,1,1,1423,0,0.0988,n-m,46447.2088,46447.2088
1,1,1,1424,0,0.0988,n-m,46480.8791,46480.8791
1,1,1,1425,0,0.0912,n-m,46514.3736,46514.3736
1,1,1,1426,0,0.0912,n-m,46547.956,46547.956
1,1,1,1427,0,0.0684,n-m,46581.6264,46581.6264
1,1,1,1428,0,0.0722,n-m,46615.3846,46615.3846
1,1,1,1429,0,0.0684,n-m,46649.4066,46649.4066
1,1,1,1430,0,0.0741,n-m,46683.3407,46683.3407
1,1,1,1431,0,0.0741,n-m,46717.3626,46717.3626
1,1,1,1432,0,0.0817,n-m,46751.4725,46751.4725
1,1,1,1433,0,0.0779,n-m,46785.4945,46785.4945
1,1,1,1434,0,0.0874,n-m,46819.5165,46819.5165
1,1,1,1435,0,0.0722,n-m,46853.6264,46853.6264
1,1,1,1436,0,0.0836,n-m,46887.6484,46887.6484
1,1,1,1437,0,0.0703,n-m,46921.6703,46921.6703
1,1,1,1438,0,0.0855,n-m,46955.7802,46955.7802
1,1,1,1439,0,0.076,n-m,46989.8901,46989.8901
1,1,1,1440,0,0.0893,n-m,47024.0,47024.0
1,1,1,1441,0,0.0817,n-m,47058.1099,47058.1099
1,1,1,1442,0,0.0931,n-m,47092.2198,47092.2198
1,1,1,1443,0,0.1026,n-m,47126.4176,47126.4176
1,1,1,1444,0,0.1007,n-m,47160.2637,47160.2637
1,1,1,1445,0,0.1026,n-m,47194.1978,47194.1978
1,1,1,1446,0,0.0874,n-m,47227.956,47227.956
1,1,1,1447,0,0.0969,n-m,47261.8022,47261.8022
1,1,1,1448,0,0.076,n-m,47295.6484,47295.6484
1,1,1,1449,0,0.057,n-m,47329.4945,47329.4945
1,1,1,1450,0,0.0437,n-m,47363.6044,47363.6044
1,1,1,1451,0,0.0475,n-m,47397.8901,47397.8901
1,1,1,1452,0,0.0589,n-m,47432.1758,47432.1758
1,1,1,1453,0,0.0418,n-m,47466.6374,47466.6374
1,1,1,1454,0,0.0589,n-m,47501.0989,47501.0989
1,1,1,1455,0,0.0456,n-m,47535.5604,47535.5604
1,1,1,1456,0,0.0741,n-m,47569.9341,47569.9341
1,1,1,1457,0,0.0608,n-m,47604.3956,47604.3956
1,1,1,1458,0,0.0779,n-m,47638.6813,47638.6813
1,1,1,1459,0,0.0893,n-m,47672.7033,47672.7033
1,1,1,1460,0,0.1007,n-m,47706.7253,47706.7253
1,1,1,1461,0,0.114,n-m,47740.3956,47740.3956
1,1,1,1462,0,0.1083,n-m,47773.978,47773.978
1,1,1,1463,0,0.1121,n-m,47807.4725,47807.4725
1,1,1,1464,0,0.1064,n-m,47840.8791,47840.8791
1,1,1,1465,0,0.1121,n-m,47874.1099,47874.1099
1,1,1,1466,0,0.1064,n-m,47907.3407,47907.3407
1,1,1,1467,0,0.1178,n-m,47940.6593,47940.6593
1,1,1,1468,0,0.1064,n-m,47974.0659,47974.0659
1,1,1,1469,0,0.1159,n-m,48007.4725,48007.4725
1,1,1,1470,0,0.1102,n-m,48040.967,48040.967
1,1,1,1471,0,0.1235,n-m,48074.5495,48074.5495
1,1,1,1472,0,0.1197,n-m,48108.1319,48108.1319
1,1,1,1473,0,0.1178,n-m,48141.7143,48141.7143
1,1,1,1474,0,0.1102,n-m,48175.4725,48175.4725
1,1,1,1475,0,0.1064,n-m,48209.3187,48209.3187
1,1,1,1476,0,0.0931,n-m,48243.2527,48243.2527
1,1,1,1477,0,0.095,n-m,48277.1868,48277.1868
1,1,1,1478,0,0.1083,n-m,48311.2967,48311.2967
1,1,1,1479,0,0.1045,n-m,48345.5824,48345.5824
1,1,1,1480,0,0.1102,n-m,48379.7802,48379.7802
1,1,1,1481,0,0.1045,n-m,48414.0659,48414.0659
1,1,1,1482,0,0.1045,n-m,48448.4396,48448.4396
1,1,1,1483,0,0.0912,n-m,48482.8132,48482.8132
1,1,1,1484,0,0.0893,n-m,48517.3626,48517.3626
1,1,1,1485,0,0.0855,n-m,48551.9121,48551.9121
1,1,1,1486,0,0.095,n-m,48586.4615,48586.4615
1,1,1,1487,0,0.114,n-m,48620.7473,48620.7473
1,1,1,1488,0,0.1083,n-m,48655.2088,48655.2088
1,1,1,1489,0,0.1121,n-m,48689.4066,48689.4066
1,1,1,1490,0,0.1083,n-m,48723.6923,48723.6923
1,1,1,1491,0,0.114,n-m,48757.8022,48757.8022
1,1,1,1492,0,0.1254,n-m,48791.7363,48791.7363
1,1,1,1493,0,0.1387,n-m,48825.4945,48825.4945
1,1,1,1494,0,0.1501,n-m,48859.0769,48859.0769
1,1,1,1495,0,0.1501,n-m,48892.4835,48892.4835
1,1,1,1496,0,0.1501,n-m,48925.6264,48925.6264
1,1,1,1497,0,0.1596,n-m,48958.8571,48958.8571
1,1,1,1498,0,0.1558,n-m,48991.8242,48991.8242
1,1,1,1499,0,0.1596,n-m,49025.0549,49025.0549
1,1,1,1500,0,0.1558,n-m,49058.2857,49058.2857
1,1,1,1501,0,0.1539,n-m,49091.6044,49091.6044
1,1,1,1502,0,0.1558,n-m,49125.0989,49125.0989
1,1,1,1503,0,0.1444,n-m,49158.6813,49158.6813
1,1,1,1504,0,0.1463,n-m,49192.4396,49192.4396
1,1,1,1505,0,0.1387,n-m,49226.3736,49226.3736
1,1,1,1506,0,0.1634,n-m,49260.5714,49260.5714
1,1,1,1507,0,0.1349,n-m,49294.9451,49294.9451
1,1,1,1508,0,0.1463,n-m,49329.2308,49329.2308
1,1,1,1509,0,0.1235,n-m,49363.7802,49363.7802
1,1,1,1510,0,0.1387,n-m,49398.2418,49398.2418
1,1,1,1511,0,0.1216,n-m,49432.967,49432.967
1,1,1,1512,0,0.1311,n-m,49467.5165,49467.5165
1,1,1,1513,0,0.1216,n-m,49502.0659,49502.0659
1,1,1,1514,0,0.1197,n-m,49536.6154,49536.6154
1,1,1,1515,0,0.1178,n-m,49571.0769,49571.0769
1,1,1,1516,0,0.114,n-m,49605.7143,49605.7143
1,1,1,1517,0,0.1159,n-m,49640.0879,49640.0879
1,1,1,1518,0,0.1083,n-m,49674.5495,49674.5495
1,1,1,1519,0,0.1064,n-m,49708.6593,49708.6593
1,1,1,1520,0,0.1026,n-m,49742.9451,49742.9451
1,1,1,1521,0,0.1159,n-m,49777.2308,49777.2308
1,1,1,1522,0,0.1064,n-m,49811.4286,49811.4286
1,1,1,1523,0,0.1102,n-m,49845.6264,49845.6264
1,1,1,1524,0,0.1045,n-m,49879.8242,49879.8242
1,1,1,1525,0,0.1045,n-m,49914.022,49914.022
1,1,1,1526,0,0.1007,n-m,49948.1319,49948.1319
1,1,1,1527,0,0.1007,n-m,49982.4176,49982.4176
1,1,1,1528,0,0.1007,n-m,50016.5275,50016.5275
1,1,1,1529,0,0.0988,n-m,50050.5495,50050.5495
1,1,1,1530,0,0.1083,n-m,50084.6593,50084.6593
1,1,1,1531,0,0.1064,n-m,50118.6813,50118.6813
1,1,1,1532,0,0.1083,n-m,50152.7912,50152.7912
1,1,1,1533,0,0.1292,n-m,50186.7253,50186.7253
1,1,1,1534,0,0.1444,n-m,50220.4835,50220.4835
1,1,1,1535,0,0.152,n-m,50254.0659,50254.0659
1,1,1,1536,0,0.1501,n-m,50287.4725,50287.4725
1,1,1,1537,0,0.1691,n-m,50320.6154,50320.6154
1,1,1,1538,0,0.1691,n-m,50353.8462,50353.8462
1,1,1,1539,0,0.1748,n-m,50386.7253,50386.7253
1,1,1,1540,0,0.1938,n-m,50419.6923,50419.6923
1,1,1,1541,0,0.1957,n-m,50452.5714,50452.5714
1,1,1,1542,0,0.19,n-m,50485.5385,50485.5385
1,1,1,1543,0,0.1729,n-m,50518.6813,50518.6813
1,1,1,1544,0,0.1691,n-m,50552.0,50552.0
1,1,1,1545,0,0.1539,n-m,50585.5824,50585.5824
1,1,1,1546,0,0.1539,n-m,50619.4286,50619.4286
1,1,1,1547,0,0.1577,n-m,50653.5385,50653.5385
1,1,1,1548,0,0.1615,n-m,50687.7363,50687.7363
1,1,1,1549,0,0.1558,n-m,50722.3736,50722.3736
1,1,1,1550,0,0.1482,n-m,50756.9231,50756.9231
1,1,1,1551,0,0.1539,n-m,50791.4725,50791.4725
1,1,1,1552,0,0.1672,n-m,50826.1099,50826.1099
1,1,1,1553,0,0.1653,n-m,50860.5714,50860.5714
1,1,1,1554,0,0.1596,n-m,50895.1209,50895.1209
1,1,1,1555,0,0.1406,n-m,50929.4066,50929.4066
1,1,1,1556,0,0.1482,n-m,50963.8681,50963.8681
1,1,1,1557,0,0.1406,n-m,50998.1538,50998.1538
1,1,1,1558,0,0.1425,n-m,51032.4396,51032.4396
1,1,1,1559,0,0.1311,n-m,51066.8132,51066.8132
1,1,1,1560,0,0.1311,n-m,51100.9231,51100.9231
1,1,1,1561,0,0.1311,n-m,51135.033,51135.033
1,1,1,1562,0,0.1273,n-m,51169.2308,51169.2308
1,1,1,1563,0,0.1311,n-m,51203.4286,51203.4286
1,1,1,1564,0,0.1311,n-m,51237.5385,51237.5385
1,1,1,1565,0,0.1387,n-m,51271.8242,51271.8242
1,1,1,1566,0,0.1387,n-m,51306.022,51306.022
1,1,1,1567,0,0.1311,n-m,51340.2198,51340.2198
1,1,1,1568,0,0.1368,n-m,51374.4176,51374.4176
1,1,1,1569,0,0.1292,n-m,51408.6154,51408.6154
1,1,1,1570,0,0.1235,n-m,51442.7253,51442.7253
1,1,1,1571,0,0.1197,n-m,51476.8352,51476.8352
1,1,1,1572,0,0.1102,n-m,51511.033,51511.033
1,1,1,1573,0,0.1102,n-m,51545.3187,51545.3187
1,1,1,1574,0,0.1045,n-m,51579.6923,51579.6923
1,1,1,1575,0,0.1064,n-m,51614.0659,51614.0659
1,1,1,1576,0,0.0893,n-m,51648.3516,51648.3516
1,1,1,1577,0,0.0912,n-m,51682.8132,51682.8132
1,1,1,1578,0,0.0912,n-m,51717.011,51717.011
1,1,1,1579,0,0.1102,n-m,51751.3846,51751.3846
1,1,1,1580,0,0.1159,n-m,51785.5824,51785.5824
1,1,1,1581,0,0.1197,n-m,51819.6044,51819.6044
1,1,1,1582,0,0.1121,n-m,51853.4505,51853.4505
1,1,1,1583,0,0.0988,n-m,51887.2967,51887.2967
1,1,1,1584,0,0.1121,n-m,51921.1429,51921.1429
1,1,1,1585,0,0.1007,n-m,51954.989,51954.989
1,1,1,1586,0,0.1273,n-m,51988.7473,51988.7473
1,1,1,1587,0,0.1235,n-m,52022.3297,52022.3297
1,1,1,1588,0,0.1425,n-m,52056.0,52056.0
1,1,1,1589,0,0.1368,n-m,52089.5824,52089.5824
1,1,1,1590,0,0.152,n-m,52123.1648,52123.1648
1,1,1,1591,0,0.1558,n-m,52156.6593,52156.6593
1,1,1,1592,0,0.1539,n-m,52190.0659,52190.0659
1,1,1,1593,0,0.152,n-m,52223.2967,52223.2967
1,1,1,1594,0,0.1482,n-m,52256.7912,52256.7912
1,1,1,1595,0,0.1501,n-m,52290.2857,52290.2857
1,1,1,1596,0,0.1482,n-m,52323.956,52323.956
1,1,1,1597,0,0.133,n-m,52357.7143,52357.7143
1,1,1,1598,0,0.1273,n-m,52391.6484,52391.6484
1,1,1,1599,0,0.1083,n-m,52425.6703,52425.6703
1,1,1,1600,0,0.0988,n-m,52460.044,52460.044
1,1,1,1601,0,0.0798,n-m,52494.5055,52494.5055
1,1,1,1602,0,0.0779,n-m,52529.2308,52529.2308
1,1,1,1603,0,0.0703,n-m,52564.044,52564.044
1,1,1,1604,0,0.0912,n-m,52598.8571,52598.8571
1,1,1,1605,0,0.0779,n-m,52633.8462,52633.8462
1,1,1,1606,0,0.1083,n-m,52668.7473,52668.7473
1,1,1,1607,0,0.1045,n-m,52703.5604,52703.5604
1,1,1,1608,0,0.1254,n-m,52738.1099,52738.1099
1,1,1,1609,0,0.1292,n-m,52772.5714,52772.5714
1,1,1,1610,0,0.1482,n-m,52806.6813,52806.6813
1,1,1,1611,0,0.133,n-m,52840.5275,52840.5275
1,1,1,1612,0,0.1444,n-m,52874.1978,52874.1978
1,1,1,1613,0,0.133,n-m,52907.6923,52907.6923
1,1,1,1614,0,0.1406,n-m,52941.0989,52941.0989
1,1,1,1615,0,0.1463,n-m,52974.3297,52974.3297
1,1,1,1616,0,0.1406,n-m,53007.7363,53007.7363
1,1,1,1617,0,0.1463,n-m,53041.1429,53041.1429
1,1,1,1618,0,0.1273,n-m,53074.4615,53074.4615
1,1,1,1619,0,0.1254,n-m,53107.8681,53107.8681
1,1,1,1620,0,0.1083,n-m,53141.4505,53141.4505
1,1,1,1621,0,0.1197,n-m,53175.1209,53175.1209
1,1,1,1622,0,0.1178,n-m,53209.0549,53209.0549
1,1,1,1623,0,0.114,n-m,53243.0769,53243.0769
1,1,1,1624,0,0.114,n-m,53277.2747,53277.2747
1,1,1,1625,0,0.1007,n-m,53311.3846,53311.3846
1,1,1,1626,0,0.1083,n-m,53345.7582,53345.7582
1,1,1,1627,0,0.1045,n-m,53380.2198,53380.2198
1,1,1,1628,0,0.1121,n-m,53414.5934,53414.5934
1,1,1,1629,0,0.1254,n-m,53449.0549,53449.0549
1,1,1,1630,0,0.1216,n-m,53483.3407,53483.3407
1,1,1,1631,0,0.1349,n-m,53517.7143,53517.7143
1,1,1,1632,0,0.1254,n-m,53551.9121,53551.9121
1,1,1,1633,0,0.1444,n-m,53586.1099,53586.1099
1,1,1,1634,0,0.1311,n-m,53620.1319,53620.1319
1,1,1,1635,0,0.1425,n-m,53654.0659,53654.0659
1,1,1,1636,0,0.1406,n-m,53687.9121,53687.9121
1,1,1,1637,0,0.1558,n-m,53721.5824,53721.5824
1,1,1,1638,0,0.1558,n-m,53755.2527,53755.2527
1,1,1,1639,0,0.1615,n-m,53788.7473,53788.7473
1,1,1,1640,0,0.171,n-m,53822.2418,53822.2418
1,1,1,1641,0,0.1691,n-m,53855.6484,53855.6484
1,1,1,1642,0,0.1748,n-m,53889.0549,53889.0549
1,1,1,1643,0,0.1672,n-m,53922.4615,53922.4615
1,1,1,1644,0,0.1729,n-m,53955.7802,53955.7802
1,1,1,1645,0,0.1786,n-m,53989.1868,53989.1868
1,1,1,1646,0,0.1805,n-m,54022.5934,54022.5934
1,1,1,1647,0,0.1786,n-m,54056.1758,54056.1758
1,1,1,1648,0,0.1824,n-m,54089.7582,54089.7582
1,1,1,1649,0,0.1843,n-m,54123.5165,54123.5165
1,1,1,1650,0,0.171,n-m,54157.4505,54157.4505
1,1,1,1651,0,0.1786,n-m,54191.2967,54191.2967
1,1,1,1652,0,0.1748,n-m,54225.4066,54225.4066
1,1,1,1653,0,0.1881,n-m,54259.4286,54259.4286
1,1,1,1654,0,0.19,n-m,54293.5385,54293.5385
1,1,1,1655,0,0.1767,n-m,54327.8242,54327.8242
1,1,1,1656,0,0.1862,n-m,54361.8462,54361.8462
1,1,1,1657,0,0.1729,n-m,54395.956,54395.956
1,1,1,1658,0,0.1786,n-m,54430.2418,54430.2418
1,1,1,1659,0,0.1767,n-m,54464.4396,54464.4396
1,1,1,1660,0,0.1767,n-m,54498.6374,54498.6374
1,1,1,1661,0,0.1653,n-m,54532.9231,54532.9231
1,1,1,1662,0,0.1672,n-m,54567.1209,54567.1209
1,1,1,1663,0,0.1634,n-m,54601.3187,54601.3187
1,1,1,1664,0,0.1596,n-m,54635.6923,54635.6923
1,1,1,1665,0,0.1596,n-m,54669.978,54669.978
1,1,1,1666,0,0.1577,n-m,54704.2637,54704.2637
1,1,1,1667,0,0.1558,n-m,54738.5495,54738.5495
1,1,1,1668,0,0.1482,n-m,54772.6593,54772.6593
1,1,1,1669,0,0.1463,n-m,54806.9451,54806.9451
1,1,1,1670,0,0.1368,n-m,54841.2308,54841.2308
1,1,1,1671,0,0.133,n-m,54875.4286,54875.4286
1,1,1,1672,0,0.133,n-m,54909.8022,54909.8022
1,1,1,1673,0,0.1349,n-m,54944.1758,54944.1758
1,1,1,1674,0,0.1425,n-m,54978.6374,54978.6374
1,1,1,1675,0,0.1425,n-m,55013.011,55013.011
1,1,1,1676,0,0.1406,n-m,55047.4725,55047.4725
1,1,1,1677,0,0.1463,n-m,55081.6703,55081.6703
1,1,1,1678,0,0.1577,n-m,55115.8681,55115.8681
1,1,1,1679,0,0.1558,n-m,55149.978,55149.978
1,1,1,1680,0,0.1596,n-m,55184.0,55184.0
1,1,1,1681,0,0.1539,n-m,55217.9341,55217.9341
1,1,1,1682,0,0.1615,n-m,55251.6923,55251.6923
1,1,1,1683,0,0.171,n-m,55285.4505,55285.4505
1,1,1,1684,0,0.1691,n-m,55318.9451,55318.9451
1,1,1,1685,0,0.1824,n-m,55352.3516,55352.3516
1,1,1,1686,0,0.1824,n-m,55385.8462,55385.8462
1,1,1,1687,0,0.1919,n-m,55419.1648,55419.1648
1,1,1,1688,0,0.1995,n-m,55452.3077,55452.3077
1,1,1,1689,0,0.1976,n-m,55485.6264,55485.6264
1,1,1,1690,0,0.1976,n-m,55519.033,55519.033
1,1,1,1691,0,0.1995,n-m,55552.4396,55552.4396
1,1,1,1692,0,0.2033,n-m,55585.9341,55585.9341
1,1,1,1693,0,0.2071,n-m,55619.4286,55619.4286
1,1,1,1694,0,0.2071,n-m,55653.0989,55653.0989
1,1,1,1695,0,0.1957,n-m,55686.9451,55686.9451
1,1,1,1696,0,0.1881,n-m,55720.8791,55720.8791
1,1,1,1697,0,0.1824,n-m,55755.0769,55755.0769
1,1,1,1698,0,0.1786,n-m,55789.3626,55789.3626
1,1,1,1699,0,0.1805,n-m,55823.7363,55823.7363
1,1,1,1700,0,0.1729,n-m,55858.2857,55858.2857
1,1,1,1701,0,0.1748,n-m,55892.8352,55892.8352
1,1,1,1702,0,0.171,n-m,55927.3846,55927.3846
1,1,1,1703,0,0.1748,n-m,55961.9341,55961.9341
1,1,1,1704,0,0.171,n-m,55996.3956,55996.3956
1,1,1,1705,0,0.1729,n-m,56030.7692,56030.7692
1,1,1,1706,0,0.171,n-m,56065.0549,56065.0549
1,1,1,1707,0,0.1767,n-m,56099.2527,56099.2527
1,1,1,1708,0,0.1653,n-m,56133.3626,56133.3626
1,1,1,1709,0,0.1596,n-m,56167.3846,56167.3846
1,1,1,1710,0,0.1577,n-m,56201.4066,56201.4066
1,1,1,1711,0,0.1539,n-m,56235.4286,56235.4286
1,1,1,1712,0,0.1539,n-m,56269.5385,56269.5385
1,1,1,1713,0,0.1615,n-m,56303.6484,56303.6484
1,1,1,1714,0,0.1539,n-m,56337.7582,56337.7582
1,1,1,1715,0,0.1539,n-m,56371.8681,56371.8681
1,1,1,1716,0,0.1444,n-m,56406.1538,56406.1538
1,1,1,1717,0,0.1387,n-m,56440.4396,56440.4396
1,1,1,1718,0,0.1292,n-m,56474.8132,56474.8132
1,1,1,1719,0,0.133,n-m,56509.2747,56509.2747
1,1,1,1720,0,0.1311,n-m,56543.5604,56543.5604
1,1,1,1721,0,0.1387,n-m,56578.022,56578.022
1,1,1,1722,0,0.1368,n-m,56612.3077,56612.3077
1,1,1,1723,0,0.133,n-m,56646.7692,56646.7692
1,1,1,1724,0,0.1349,n-m,56681.0549,56681.0549
1,1,1,1725,0,0.1387,n-m,56715.3407,56715.3407
1,1,1,1726,0,0.1463,n-m,56749.4505,56749.4505
1,1,1,1727,0,0.1539,n-m,56783.3846,56783.3846
1,1,1,1728,0,0.1653,n-m,56817.1429,56817.1429
1,1,1,1729,0,0.1786,n-m,56850.7253,56850.7253
1,1,1,1730,0,0.1843,n-m,56884.044,56884.044
1,1,1,1731,0,0.19,n-m,56917.2747,56917.2747
1,1,1,1732,0,0.1957,n-m,56950.5055,56950.5055
1,1,1,1733,0,0.1957,n-m,56983.5604,56983.5604
1,1,1,1734,0,0.1919,n-m,57016.8791,57016.8791
1,1,1,1735,0,0.19,n-m,57050.1978,57050.1978
1,1,1,1736,0,0.1881,n-m,57083.5165,57083.5165
1,1,1,1737,0,0.1881,n-m,57117.011,57117.011
1,1,1,1738,0,0.1862,n-m,57150.5934,57150.5934
1,1,1,1739,0,0.1862,n-m,57184.4396,57184.4396
1,1,1,1740,0,0.1881,n-m,57218.4615,57218.4615
1,1,1,1741,0,0.1824,n-m,57252.5714,57252.5714
1,1,1,1742,0,0.1558,n-m,57286.8571,57286.8571
1,1,1,1743,0,0.1482,n-m,57321.2308,57321.2308
1,1,1,1744,0,0.1387,n-m,57355.8681,57355.8681
1,1,1,1745,0,0.1482,n-m,57390.5934,57390.5934
1,1,1,1746,0,0.1387,n-m,57425.2308,57425.2308
1,1,1,1747,0,0.1444,n-m,57459.956,57459.956
1,1,1,1748,0,0.1463,n-m,57494.5055,57494.5055
1,1,1,1749,0,0.1577,n-m,57528.967,57528.967
1,1,1,1750,0,0.1596,n-m,57563.2527,57563.2527
1,1,1,1751,0,0.1596,n-m,57597.5385,57597.5385
1,1,1,1752,0,0.1672,n-m,57631.4725,57631.4725
1,1,1,1753,0,0.1653,n-m,57665.3187,57665.3187
1,1,1,1754,0,0.1824,n-m,57699.1648,57699.1648
1,1,1,1755,0,0.171,n-m,57732.8352,57732.8352
1,1,1,1756,0,0.1786,n-m,57766.5055,57766.5055
1,1,1,1757,0,0.1672,n-m,57800.0879,57800.0879
1,1,1,1758,0,0.1729,n-m,57833.7582,57833.7582
1,1,1,1759,0,0.171,n-m,57867.5165,57867.5165
1,1,1,1760,0,0.1615,n-m,57901.3626,57901.3626
1,1,1,1761,0,0.1615,n-m,57935.2088,57935.2088
1,1,1,1762,0,0.152,n-m,57969.0549,57969.0549
1,1,1,1763,0,0.1615,n-m,58003.0769,58003.0769
1,1,1,1764,0,0.1463,n-m,58037.2747,58037.2747
1,1,1,1765,0,0.1596,n-m,58071.5604,58071.5604
1,1,1,1766,0,0.1463,n-m,58105.9341,58105.9341
1,1,1,1767,0,0.152,n-m,58140.3956,58140.3956
1,1,1,1768,0,0.1349,n-m,58174.8571,58174.8571
1,1,1,1769,0,0.133,n-m,58209.3187,58209.3187
1,1,1,1770,0,0.1235,n-m,58243.6923,58243.6923
1,1,1,1771,0,0.1273,n-m,58278.1538,58278.1538
1,1,1,1772,0,0.1406,n-m,58312.4396,58312.4396
1,1,1,1773,0,0.1425,n-m,58346.7253,58346.7253
1,1,1,1774,0,0.1501,n-m,58380.8352,58380.8352
1,1,1,1775,0,0.1615,n-m,58414.7692,58414.7692
1,1,1,1776,0,0.1577,n-m,58448.7033,58448.7033
1,1,1,1777,0,0.1653,n-m,58482.4615,58482.4615
1,1,1,1778,0,0.1672,n-m,58516.044,58516.044
1,1,1,1779,0,0.171,n-m,58549.6264,58549.6264
1,1,1,1780,0,0.1691,n-m,58583.1209,58583.1209
1,1,1,1781,0,0.1748,n-m,58616.7033,58616.7033
1,1,1,1782,0,0.1691,n-m,58650.1978,58650.1978
1,1,1,1783,0,0.1748,n-m,58683.6044,58683.6044
1,1,1,1784,0,0.1767,n-m,58717.2747,58717.2747
1,1,1,1785,0,0.1767,n-m,58751.033,58751.033
1,1,1,1786,0,0.1729,n-m,58784.7912,58784.7912
1,1,1,1787,0,0.1786,n-m,58818.6374,58818.6374
1,1,1,1788,0,0.1767,n-m,58852.5714,58852.5714
1,1,1,1789,0,0.1786,n-m,58886.5055,58886.5055
1,1,1,1790,0,0.1824,n-m,58920.4396,58920.4396
1,1,1,1791,0,0.19,n-m,58954.3736,58954.3736
1,1,1,1792,0,0.19,n-m,58988.3077,58988.3077
1,1,1,1793,0,0.19,n-m,59022.1538,59022.1538
1,1,1,1794,0,0.19,n-m,59055.9121,59055.9121
1,1,1,1795,0,0.1995,n-m,59089.7582,59089.7582
1,1,1,1796,0,0.1881,n-m,59123.5165,59123.5165
1,1,1,1797,0,0.19,n-m,59157.4505,59157.4505
1,1,1,1798,0,0.1919,n-m,59191.2967,59191.2967
1,1,1,1799,0,0.1938,n-m,59225.2308,59225.2308
1,1,1,1800,0,0.1919,n-m,59259.3407,59259.3407
1,1,1,1801,0,0.1938,n-m,59293.3626,59293.3626
1,1,1,1802,0,0.1995,n-m,59327.4725,59327.4725
1,1,1,1803,0,0.2014,n-m,59361.4945,59361.4945
1,1,1,1804,0,0.2033,n-m,59395.6044,59395.6044
1,1,1,1805,0,0.1995,n-m,59429.6264,59429.6264
1,1,1,1806,0,0.2071,n-m,59463.6484,59463.6484
1,1,1,1807,0,0.2033,n-m,59497.6703,59497.6703
1,1,1,1808,0,0.209,n-m,59531.6044,59531.6044
1,1,1,1809,0,0.2071,n-m,59565.5385,59565.5385
1,1,1,1810,0,0.2128,n-m,59599.4725,59599.4725
1,1,1,1811,0,0.2071,n-m,59633.3187,59633.3187
1,1,1,1812,0,0.2033,n-m,59667.1648,59667.1648
1,1,1,1813,0,0.2071,n-m,59701.011,59701.011
1,1,1,1814,0,0.2014,n-m,59734.8571,59734.8571
1,1,1,1815,0,0.2052,n-m,59768.7033,59768.7033
1,1,1,1816,0,0.1995,n-m,59802.6374,59802.6374
1,1,1,1817,0,0.2147,n-m,59836.5714,59836.5714
1,1,1,1818,0,0.2014,n-m,59870.5055,59870.5055
1,1,1,1819,0,0.2033,n-m,59904.6154,59904.6154
1,1,1,1820,0,0.1919,n-m,59938.7253,59938.7253
1,1,1,1821,0,0.19,n-m,59972.8352,59972.8352
