Task,Bolt,Sequence Step,Time (ms),Prevail Torque,Torque,Torque Units,Angle Total (deg),Angle since Threshold Torque (deg)
1,1,1,1,0,0.437,n-m,287.7363,287.7363
1,1,1,2,0,0.4484,n-m,321.9341,321.9341
1,1,1,3,0,0.4389,n-m,355.956,355.956
1,1,1,4,0,0.4522,n-m,389.8901,389.8901
1,1,1,5,0,0.4465,n-m,423.8242,423.8242
1,1,1,6,0,0.4541,n-m,457.7582,457.7582
1,1,1,7,0,0.4446,n-m,491.7802,491.7802
1,1,1,8,0,0.4522,n-m,525.7143,525.7143
1,1,1,9,0,0.456,n-m,559.8242,559.8242
1,1,1,10,0,0.4522,n-m,593.6703,593.6703
1,1,1,11,0,0.4522,n-m,627.5165,627.5165
1,1,1,12,0,0.456,n-m,661.3626,661.3626
1,1,1,13,0,0.4655,n-m,695.033,695.033
1,1,1,14,0,0.4674,n-m,728.7033,728.7033
1,1,1,15,0,0.4693,n-m,762.4615,762.4615
1,1,1,16,0,0.4769,n-m,796.3077,796.3077
1,1,1,17,0,0.475,n-m,830.2418,830.2418
1,1,1,18,0,0.4769,n-m,864.1758,864.1758
1,1,1,19,0,0.4731,n-m,898.1099,898.1099
1,1,1,20,0,0.4807,n-m,932.044,932.044
1,1,1,21,0,0.475,n-m,966.0659,966.0659
1,1,1,22,0,0.4788,n-m,1000.0,1000.0
1,1,1,23,0,0.4731,n-m,1034.1099,1034.1099
1,1,1,24,0,0.4731,n-m,1068.044,1068.044
1,1,1,25,0,0.4769,n-m,1101.978,1101.978
1,1,1,26,0,0.4807,n-m,1136.0879,1136.0879
1,1,1,27,0,0.475,n-m,1170.1099,1170.1099
1,1,1,28,0,0.4769,n-m,1204.1319,1204.1319
1,1,1,29,0,0.4731,n-m,1238.0659,1238.0659
1,1,1,30,0,0.4712,n-m,1272.0,1272.0
1,1,1,31,0,0.4693,n-m,1305.9341,1305.9341
1,1,1,32,0,0.4712,n-m,1339.8681,1339.8681
1,1,1,33,0,0.4655,n-m,1373.978,1373.978
1,1,1,34,0,0.4674,n-m,1408.0,1408.0
1,1,1,35,0,0.4674,n-m,1441.8462,1441.8462
1,1,1,36,0,0.4788,n-m,1475.7802,1475.7802
1,1,1,37,0,0.4731,n-m,1509.7143,1509.7143
1,1,1,38,0,0.4769,n-m,1543.7363,1543.7363
1,1,1,39,0,0.4636,n-m,1577.8462,1577.8462
1,1,1,40,0,0.475,n-m,1611.8681,1611.8681
1,1,1,41,0,0.4674,n-m,1645.8901,1645.8901
1,1,1,42,0,0.4693,n-m,1680.0,1680.0
1,1,1,43,0,0.4598,n-m,1714.2857,1714.2857
1,1,1,44,0,0.4693,n-m,1748.4835,1748.4835
1,1,1,45,0,0.4522,n-m,1782.6813,1782.6813
1,1,1,46,0,0.4598,n-m,1816.7912,1816.7912
1,1,1,47,0,0.4522,n-m,1850.989,1850.989
1,1,1,48,0,0.4655,n-m,1885.0989,1885.0989
1,1,1,49,0,0.456,n-m,1919.2967,1919.2967
1,1,1,50,0,0.4522,n-m,1953.4945,1953.4945
1,1,1,51,0,0.4522,n-m,1987.6923,1987.6923
1,1,1,52,0,0.4503,n-m,2021.7143,2021.7143
1,1,1,53,0,0.4389,n-m,2055.7363,2055.7363
1,1,1,54,0,0.4484,n-m,2089.8462,2089.8462
1,1,1,55,0,0.4408,n-m,2123.7802,2123.7802
1,1,1,56,0,0.4389,n-m,2157.8022,2157.8022
1,1,1,57,0,0.4389,n-m,2191.6484,2191.6484
1,1,1,58,0,0.4389,n-m,2225.6703,2225.6703
1,1,1,59,0,0.4389,n-m,2259.7802,2259.7802
1,1,1,60,0,0.4332,n-m,2293.8901,2293.8901
1,1,1,61,0,0.4275,n-m,2328.0879,2328.0879
1,1,1,62,0,0.4313,n-m,2362.1978,2362.1978
1,1,1,63,0,0.4275,n-m,2396.4835,2396.4835
1,1,1,64,0,0.4275,n-m,2430.6813,2430.6813
1,1,1,65,0,0.4218,n-m,2465.1429,2465.1429
1,1,1,66,0,0.418,n-m,2499.5165,2499.5165
1,1,1,67,0,0.4161,n-m,2533.7143,2533.7143
1,1,1,68,0,0.4123,n-m,2568.1758,2568.1758
1,1,1,69,0,0.4085,n-m,2602.3736,2602.3736
1,1,1,70,0,0.4066,n-m,2636.7473,2636.7473
1,1,1,71,0,0.4066,n-m,2670.8571,2670.8571
1,1,1,72,0,0.4066,n-m,2704.967,2704.967
1,1,1,73,0,0.3933,n-m,2739.0769,2739.0769
1,1,1,74,0,0.4028,n-m,2773.1868,2773.1868
1,1,1,75,0,0.399,n-m,2807.3846,2807.3846
1,1,1,76,0,0.3971,n-m,2841.5824,2841.5824
1,1,1,77,0,0.3933,n-m,2875.8681,2875.8681
1,1,1,78,0,0.399,n-m,2909.8901,2909.8901
1,1,1,79,0,0.3971,n-m,2943.9121,2943.9121
1,1,1,80,0,0.4009,n-m,2977.8462,2977.8462
1,1,1,81,0,0.3971,n-m,3011.8681,3011.8681
1,1,1,82,0,0.4028,n-m,3045.8901,3045.8901
1,1,1,83,0,0.4009,n-m,3079.9121,3079.9121
1,1,1,84,0,0.4066,n-m,3113.9341,3113.9341
1,1,1,85,0,0.3914,n-m,3147.956,3147.956
1,1,1,86,0,0.4009,n-m,3182.2418,3182.2418
1,1,1,87,0,0.3952,n-m,3216.4396,3216.4396
1,1,1,88,0,0.3933,n-m,3250.4615,3250.4615
1,1,1,89,0,0.3933,n-m,3284.4835,3284.4835
1,1,1,90,0,0.399,n-m,3318.5934,3318.5934
1,1,1,91,0,0.399,n-m,3352.6154,3352.6154
1,1,1,92,0,0.3914,n-m,3386.7253,3386.7253
1,1,1,93,0,0.3914,n-m,3420.7473,3420.7473
1,1,1,94,0,0.38,n-m,3454.7692,3454.7692
1,1,1,95,0,0.38,n-m,3488.8791,3488.8791
1,1,1,96,0,0.3743,n-m,3522.989,3522.989
1,1,1,97,0,0.3686,n-m,3557.0989,3557.0989
1,1,1,98,0,0.3629,n-m,3591.3846,3591.3846
1,1,1,99,0,0.3667,n-m,3625.4945,3625.4945
1,1,1,100,0,0.3705,n-m,3659.6923,3659.6923
1,1,1,101,0,0.3648,n-m,3694.0659,3694.0659
1,1,1,102,0,0.3648,n-m,3728.2637,3728.2637
1,1,1,103,0,0.3553,n-m,3762.4615,3762.4615
1,1,1,104,0,0.3648,n-m,3796.6593,3796.6593
1,1,1,105,0,0.361,n-m,3830.7692,3830.7692
1,1,1,106,0,0.3629,n-m,3864.967,3864.967
1,1,1,107,0,0.3591,n-m,3899.0769,3899.0769
1,1,1,108,0,0.361,n-m,3933.2747,3933.2747
1,1,1,109,0,0.3629,n-m,3967.3846,3967.3846
1,1,1,110,0,0.3572,n-m,4001.4066,4001.4066
1,1,1,111,0,0.3572,n-m,4035.4286,4035.4286
1,1,1,112,0,0.3572,n-m,4069.5385,4069.5385
1,1,1,113,0,0.361,n-m,4103.5604,4103.5604
1,1,1,114,0,0.3648,n-m,4137.4945,4137.4945
1,1,1,115,0,0.361,n-m,4171.4286,4171.4286
1,1,1,116,0,0.3705,n-m,4205.2747,4205.2747
1,1,1,117,0,0.3648,n-m,4239.1209,4239.1209
1,1,1,118,0,0.3667,n-m,4272.967,4272.967
1,1,1,119,0,0.3629,n-m,4306.8132,4306.8132
1,1,1,120,0,0.3667,n-m,4340.5714,4340.5714
1,1,1,121,0,0.3705,n-m,4374.4176,4374.4176
1,1,1,122,0,0.3781,n-m,4408.2637,4408.2637
1,1,1,123,0,0.3743,n-m,4442.2857,4442.2857
1,1,1,124,0,0.3762,n-m,4476.2198,4476.2198
1,1,1,125,0,0.3762,n-m,4510.2418,4510.2418
1,1,1,126,0,0.3762,n-m,4544.1758,4544.1758
1,1,1,127,0,0.3838,n-m,4578.1099,4578.1099
1,1,1,128,0,0.3876,n-m,4612.044,4612.044
1,1,1,129,0,0.3933,n-m,4646.0659,4646.0659
1,1,1,130,0,0.3952,n-m,4680.0,4680.0
1,1,1,131,0,0.3952,n-m,4713.8462,4713.8462
1,1,1,132,0,0.3971,n-m,4747.6923,4747.6923
1,1,1,133,0,0.3857,n-m,4781.6264,4781.6264
1,1,1,134,0,0.3914,n-m,4815.5604,4815.5604
1,1,1,135,0,0.3895,n-m,4849.4066,4849.4066
1,1,1,136,0,0.399,n-m,4883.2527,4883.2527
1,1,1,137,0,0.3971,n-m,4916.9231,4916.9231
1,1,1,138,0,0.3952,n-m,4950.7692,4950.7692
1,1,1,139,0,0.3876,n-m,4984.6154,4984.6154
1,1,1,140,0,0.3819,n-m,5018.6374,5018.6374
1,1,1,141,0,0.3819,n-m,5052.6593,5052.6593
1,1,1,142,0,0.3838,n-m,5086.8571,5086.8571
1,1,1,143,0,0.3857,n-m,5120.967,5120.967
1,1,1,144,0,0.3857,n-m,5155.2527,5155.2527
1,1,1,145,0,0.3781,n-m,5189.4505,5189.4505
1,1,1,146,0,0.3819,n-m,5223.6484,5223.6484
1,1,1,147,0,0.38,n-m,5257.8462,5257.8462
1,1,1,148,0,0.3838,n-m,5292.044,5292.044
1,1,1,149,0,0.3895,n-m,5326.1538,5326.1538
1,1,1,150,0,0.3895,n-m,5360.2637,5360.2637
1,1,1,151,0,0.3914,n-m,5394.3736,5394.3736
1,1,1,152,0,0.3895,n-m,5428.3077,5428.3077
1,1,1,153,0,0.3857,n-m,5462.2418,5462.2418
1,1,1,154,0,0.3819,n-m,5496.1758,5496.1758
1,1,1,155,0,0.3838,n-m,5530.1099,5530.1099
1,1,1,156,0,0.3781,n-m,5564.044,5564.044
1,1,1,157,0,0.38,n-m,5598.1538,5598.1538
1,1,1,158,0,0.3819,n-m,5632.1758,5632.1758
1,1,1,159,0,0.3876,n-m,5666.1099,5666.1099
1,1,1,160,0,0.3914,n-m,5700.044,5700.044
1,1,1,161,0,0.3895,n-m,5733.8901,5733.8901
1,1,1,162,0,0.3895,n-m,5767.6484,5767.6484
1,1,1,163,0,0.3876,n-m,5801.4945,5801.4945
1,1,1,164,0,0.3914,n-m,5835.2527,5835.2527
1,1,1,165,0,0.3914,n-m,5869.0989,5869.0989
1,1,1,166,0,0.4009,n-m,5902.9451,5902.9451
1,1,1,167,0,0.4066,n-m,5936.8791,5936.8791
1,1,1,168,0,0.4085,n-m,5970.9011,5970.9011
1,1,1,169,0,0.4104,n-m,6004.8352,6004.8352
1,1,1,170,0,0.4161,n-m,6038.7692,6038.7692
1,1,1,171,0,0.4104,n-m,6072.7912,6072.7912
1,1,1,172,0,0.4142,n-m,6106.6374,6106.6374
1,1,1,173,0,0.4085,n-m,6140.4835,6140.4835
1,1,1,174,0,0.4161,n-m,6174.5055,6174.5055
1,1,1,175,0,0.4199,n-m,6208.4396,6208.4396
1,1,1,176,0,0.4237,n-m,6242.4615,6242.4615
1,1,1,177,0,0.4256,n-m,6276.3956,6276.3956
1,1,1,178,0,0.4294,n-m,6310.2418,6310.2418
1,1,1,179,0,0.4294,n-m,6344.0,6344.0
1,1,1,180,0,0.4313,n-m,6377.6703,6377.6703
1,1,1,181,0,0.4351,n-m,6411.3407,6411.3407
1,1,1,182,0,0.4465,n-m,6445.011,6445.011
1,1,1,183,0,0.4446,n-m,6478.7692,6478.7692
1,1,1,184,0,0.4541,n-m,6512.4396,6512.4396
1,1,1,185,0,0.456,n-m,6546.1099,6546.1099
1,1,1,186,0,0.4712,n-m,6579.7802,6579.7802
1,1,1,187,0,0.4636,n-m,6613.5385,6613.5385
1,1,1,188,0,0.475,n-m,6647.2967,6647.2967
1,1,1,189,0,0.4655,n-m,6681.1429,6681.1429
1,1,1,190,0,0.4769,n-m,6714.989,6714.989
1,1,1,191,0,0.4731,n-m,6748.9231,6748.9231
1,1,1,192,0,0.4769,n-m,6782.8571,6782.8571
1,1,1,193,0,0.4845,n-m,6816.7912,6816.7912
1,1,1,194,0,0.4864,n-m,6850.5495,6850.5495
1,1,1,195,0,0.4883,n-m,6884.3956,6884.3956
1,1,1,196,0,0.4864,n-m,6918.0659,6918.0659
1,1,1,197,0,0.494,n-m,6951.8242,6951.8242
1,1,1,198,0,0.4959,n-m,6985.6703,6985.6703
1,1,1,199,0,0.4883,n-m,7019.4286,7019.4286
1,1,1,200,0,0.4883,n-m,7053.3626,7053.3626
1,1,1,201,0,0.4864,n-m,7087.2088,7087.2088
1,1,1,202,0,0.4921,n-m,7121.2308,7121.2308
1,1,1,203,0,0.4883,n-m,7155.1648,7155.1648
1,1,1,204,0,0.4826,n-m,7189.1868,7189.1868
1,1,1,205,0,0.4883,n-m,7223.033,7223.033
1,1,1,206,0,0.4921,n-m,7256.967,7256.967
1,1,1,207,0,0.4902,n-m,7290.989,7290.989
1,1,1,208,0,0.4864,n-m,7325.1868,7325.1868
1,1,1,209,0,0.4902,n-m,7359.2088,7359.2088
1,1,1,210,0,0.4902,n-m,7393.1429,7393.1429
1,1,1,211,0,0.4864,n-m,7427.0769,7427.0769
1,1,1,212,0,0.4883,n-m,7461.011,7461.011
1,1,1,213,0,0.4883,n-m,7495.033,7495.033
1,1,1,214,0,0.4902,n-m,7529.1429,7529.1429
1,1,1,215,0,0.4826,n-m,7563.0769,7563.0769
1,1,1,216,0,0.475,n-m,7597.1868,7597.1868
1,1,1,217,0,0.4769,n-m,7631.2088,7631.2088
1,1,1,218,0,0.4769,n-m,7665.4945,7665.4945
1,1,1,219,0,0.4674,n-m,7699.6923,7699.6923
1,1,1,220,0,0.4655,n-m,7733.8022,7733.8022
1,1,1,221,0,0.4712,n-m,7768.0879,7768.0879
1,1,1,222,0,0.4655,n-m,7802.1978,7802.1978
1,1,1,223,0,0.4693,n-m,7836.3956,7836.3956
1,1,1,224,0,0.4655,n-m,7870.5934,7870.5934
1,1,1,225,0,0.4617,n-m,7904.7033,7904.7033
1,1,1,226,0,0.4541,n-m,7938.8132,7938.8132
1,1,1,227,0,0.4541,n-m,7972.9231,7972.9231
1,1,1,228,0,0.4522,n-m,8007.2088,8007.2088
1,1,1,229,0,0.4522,n-m,8041.4066,8041.4066
1,1,1,230,0,0.4484,n-m,8075.6044,8075.6044
1,1,1,231,0,0.4427,n-m,8109.8901,8109.8901
1,1,1,232,0,0.4427,n-m,8144.1758,8144.1758
1,1,1,233,0,0.437,n-m,8178.4615,8178.4615
1,1,1,234,0,0.4313,n-m,8212.8352,8212.8352
1,1,1,235,0,0.4332,n-m,8247.1209,8247.1209
1,1,1,236,0,0.4218,n-m,8281.4066,8281.4066
1,1,1,237,0,0.4237,n-m,8315.6923,8315.6923
1,1,1,238,0,0.418,n-m,8349.8022,8349.8022
1,1,1,239,0,0.4142,n-m,8384.0,8384.0
1,1,1,240,0,0.4218,n-m,8418.1978,8418.1978
1,1,1,241,0,0.4142,n-m,8452.3077,8452.3077
1,1,1,242,0,0.4161,n-m,8486.5055,8486.5055
1,1,1,243,0,0.418,n-m,8520.7033,8520.7033
1,1,1,244,0,0.4199,n-m,8554.8132,8554.8132
1,1,1,245,0,0.4085,n-m,8588.8352,8588.8352
1,1,1,246,0,0.4104,n-m,8622.9451,8622.9451
1,1,1,247,0,0.4104,n-m,8656.967,8656.967
1,1,1,248,0,0.4199,n-m,8690.989,8690.989
1,1,1,249,0,0.418,n-m,8725.011,8725.011
1,1,1,250,0,0.4199,n-m,8758.9451,8758.9451
1,1,1,251,0,0.4256,n-m,8792.967,8792.967
1,1,1,252,0,0.4332,n-m,8826.989,8826.989
1,1,1,253,0,0.4275,n-m,8861.011,8861.011
1,1,1,254,0,0.4294,n-m,8894.9451,8894.9451
1,1,1,255,0,0.437,n-m,8928.8791,8928.8791
1,1,1,256,0,0.437,n-m,8962.8132,8962.8132
1,1,1,257,0,0.4484,n-m,8996.7473,8996.7473
1,1,1,258,0,0.4465,n-m,9030.5055,9030.5055
1,1,1,259,0,0.4465,n-m,9064.3516,9064.3516
1,1,1,260,0,0.4446,n-m,9098.2857,9098.2857
1,1,1,261,0,0.4408,n-m,9132.1319,9132.1319
1,1,1,262,0,0.437,n-m,9165.978,9165.978
1,1,1,263,0,0.4484,n-m,9199.8242,9199.8242
1,1,1,264,0,0.4503,n-m,9233.5824,9233.5824
1,1,1,265,0,0.4484,n-m,9267.4286,9267.4286
1,1,1,266,0,0.4522,n-m,9301.2747,9301.2747
1,1,1,267,0,0.4522,n-m,9335.2088,9335.2088
1,1,1,268,0,0.456,n-m,9368.967,9368.967
1,1,1,269,0,0.4522,n-m,9402.8132,9402.8132
1,1,1,270,0,0.4579,n-m,9436.5714,9436.5714
1,1,1,271,0,0.4579,n-m,9470.4176,9470.4176
1,1,1,272,0,0.4579,n-m,9504.2637,9504.2637
1,1,1,273,0,0.4598,n-m,9538.1099,9538.1099
1,1,1,274,0,0.4674,n-m,9572.044,9572.044
1,1,1,275,0,0.475,n-m,9606.0659,9606.0659
1,1,1,276,0,0.4712,n-m,9640.1758,9640.1758
1,1,1,277,0,0.4693,n-m,9674.1978,9674.1978
1,1,1,278,0,0.4655,n-m,9708.1319,9708.1319
1,1,1,279,0,0.4731,n-m,9741.978,9741.978
1,1,1,280,0,0.475,n-m,9776.0,9776.0
1,1,1,281,0,0.4731,n-m,9809.9341,9809.9341
1,1,1,282,0,0.4731,n-m,9843.956,9843.956
1,1,1,283,0,0.4769,n-m,9877.978,9877.978
1,1,1,284,0,0.4693,n-m,9911.8242,9911.8242
1,1,1,285,0,0.4731,n-m,9945.6703,9945.6703
1,1,1,286,0,0.4769,n-m,9979.4286,9979.4286
1,1,1,287,0,0.4864,n-m,10013.2747,10013.2747
1,1,1,288,0,0.4864,n-m,10047.033,10047.033
1,1,1,289,0,0.4845,n-m,10080.7912,10080.7912
1,1,1,290,0,0.4902,n-m,10114.5495,10114.5495
1,1,1,291,0,0.494,n-m,10148.4835,10148.4835
1,1,1,292,0,0.494,n-m,10182.3297,10182.3297
1,1,1,293,0,0.5035,n-m,10216.2637,10216.2637
1,1,1,294,0,0.5035,n-m,10250.1978,10250.1978
1,1,1,295,0,0.5073,n-m,10283.956,10283.956
1,1,1,296,0,0.5111,n-m,10317.8022,10317.8022
1,1,1,297,0,0.5206,n-m,10351.5604,10351.5604
1,1,1,298,0,0.5225,n-m,10385.4945,10385.4945
1,1,1,299,0,0.5206,n-m,10419.4286,10419.4286
1,1,1,300,0,0.5187,n-m,10453.1868,10453.1868
1,1,1,301,0,0.5206,n-m,10487.1209,10487.1209
1,1,1,302,0,0.5187,n-m,10521.0549,10521.0549
1,1,1,303,0,0.5282,n-m,10555.1648,10555.1648
1,1,1,304,0,0.5301,n-m,10589.0989,10589.0989
1,1,1,305,0,0.5339,n-m,10623.033,10623.033
1,1,1,306,0,0.5358,n-m,10656.8791,10656.8791
1,1,1,307,0,0.5339,n-m,10690.6374,10690.6374
1,1,1,308,0,0.5377,n-m,10724.3956,10724.3956
1,1,1,309,0,0.5377,n-m,10758.1538,10758.1538
1,1,1,310,0,0.5377,n-m,10791.9121,10791.9121
1,1,1,311,0,0.5396,n-m,10825.5824,10825.5824
1,1,1,312,0,0.5415,n-m,10859.3407,10859.3407
1,1,1,313,0,0.5491,n-m,10893.0989,10893.0989
1,1,1,314,0,0.5529,n-m,10926.8571,10926.8571
1,1,1,315,0,0.551,n-m,10960.7912,10960.7912
1,1,1,316,0,0.5567,n-m,10994.7253,10994.7253
1,1,1,317,0,0.5548,n-m,11028.6593,11028.6593
1,1,1,318,0,0.5567,n-m,11062.6813,11062.6813
1,1,1,319,0,0.5548,n-m,11096.7912,11096.7912
1,1,1,320,0,0.5548,n-m,11130.9011,11130.9011
1,1,1,321,0,0.5586,n-m,11164.7473,11164.7473
1,1,1,322,0,0.5662,n-m,11198.5934,11198.5934
1,1,1,323,0,0.5643,n-m,11232.4396,11232.4396
1,1,1,324,0,0.5757,n-m,11266.2857,11266.2857
1,1,1,325,0,0.5643,n-m,11300.2198,11300.2198
1,1,1,326,0,0.5681,n-m,11334.0659,11334.0659
1,1,1,327,0,0.5719,n-m,11367.9121,11367.9121
1,1,1,328,0,0.5795,n-m,11401.6703,11401.6703
1,1,1,329,0,0.5814,n-m,11435.4286,11435.4286
1,1,1,330,0,0.5776,n-m,11469.0989,11469.0989
1,1,1,331,0,0.5795,n-m,11502.7692,11502.7692
1,1,1,332,0,0.5909,n-m,11536.5275,11536.5275
1,1,1,333,0,0.5966,n-m,11570.3736,11570.3736
1,1,1,334,0,0.6042,n-m,11604.3077,11604.3077
1,1,1,335,0,0.6023,n-m,11638.2418,11638.2418
1,1,1,336,0,0.6023,n-m,11672.0879,11672.0879
1,1,1,337,0,0.6004,n-m,11705.9341,11705.9341
1,1,1,338,0,0.6023,n-m,11739.6923,11739.6923
1,1,1,339,0,0.6004,n-m,11773.5385,11773.5385
1,1,1,340,0,0.6137,n-m,11807.3846,11807.3846
1,1,1,341,0,0.6118,n-m,11841.3187,11841.3187
1,1,1,342,0,0.608,n-m,11875.1648,11875.1648
1,1,1,343,0,0.6061,n-m,11909.0989,11909.0989
1,1,1,344,0,0.6061,n-m,11943.2088,11943.2088
1,1,1,345,0,0.6099,n-m,11977.2308,11977.2308
1,1,1,346,0,0.6099,n-m,12011.3407,12011.3407
1,1,1,347,0,0.6023,n-m,12045.2747,12045.2747
1,1,1,348,0,0.6099,n-m,12079.2967,12079.2967
1,1,1,349,0,0.6061,n-m,12113.3187,12113.3187
1,1,1,350,0,0.6137,n-m,12147.3407,12147.3407
1,1,1,351,0,0.608,n-m,12181.3626,12181.3626
1,1,1,352,0,0.6099,n-m,12215.2088,12215.2088
1,1,1,353,0,0.6061,n-m,12249.0549,12249.0549
1,1,1,354,0,0.6042,n-m,12282.8132,12282.8132
1,1,1,355,0,0.6099,n-m,12316.7473,12316.7473
1,1,1,356,0,0.6137,n-m,12350.6813,12350.6813
1,1,1,357,0,0.6042,n-m,12384.6154,12384.6154
1,1,1,358,0,0.6061,n-m,12418.7253,12418.7253
1,1,1,359,0,0.6004,n-m,12452.8352,12452.8352
1,1,1,360,0,0.6042,n-m,12486.8571,12486.8571
1,1,1,361,0,0.6004,n-m,12521.0549,12521.0549
1,1,1,362,0,0.5909,n-m,12555.3407,12555.3407
1,1,1,363,0,0.5909,n-m,12589.4505,12589.4505
1,1,1,364,0,0.5852,n-m,12623.5604,12623.5604
1,1,1,365,0,0.5814,n-m,12657.8462,12657.8462
1,1,1,366,0,0.5814,n-m,12692.044,12692.044
1,1,1,367,0,0.5795,n-m,12726.4176,12726.4176
1,1,1,368,0,0.57,n-m,12760.6154,12760.6154
1,1,1,369,0,0.5681,n-m,12794.7253,12794.7253
1,1,1,370,0,0.5605,n-m,12828.8352,12828.8352
1,1,1,371,0,0.5681,n-m,12862.9451,12862.9451
1,1,1,372,0,0.5662,n-m,12897.0549,12897.0549
1,1,1,373,0,0.5567,n-m,12931.1648,12931.1648
1,1,1,374,0,0.551,n-m,12965.2747,12965.2747
1,1,1,375,0,0.5453,n-m,12999.5604,12999.5604
1,1,1,376,0,0.5415,n-m,13033.8462,13033.8462
1,1,1,377,0,0.5396,n-m,13068.3077,13068.3077
1,1,1,378,0,0.5415,n-m,13102.6813,13102.6813
1,1,1,379,0,0.5377,n-m,13137.1429,13137.1429
1,1,1,380,0,0.5301,n-m,13171.4286,13171.4286
1,1,1,381,0,0.5282,n-m,13205.7143,13205.7143
1,1,1,382,0,0.5225,n-m,13240.1758,13240.1758
1,1,1,383,0,0.5263,n-m,13274.4615,13274.4615
1,1,1,384,0,0.5168,n-m,13308.8352,13308.8352
1,1,1,385,0,0.5187,n-m,13343.033,13343.033
1,1,1,386,0,0.5111,n-m,13377.1429,13377.1429
1,1,1,387,0,0.513,n-m,13411.3407,13411.3407
1,1,1,388,0,0.5073,n-m,13445.5385,13445.5385
1,1,1,389,0,0.4978,n-m,13479.6484,13479.6484
1,1,1,390,0,0.4997,n-m,13513.9341,13513.9341
1,1,1,391,0,0.5016,n-m,13548.1319,13548.1319
1,1,1,392,0,0.5054,n-m,13582.3297,13582.3297
1,1,1,393,0,0.513,n-m,13616.5275,13616.5275
1,1,1,394,0,0.5149,n-m,13650.6374,13650.6374
1,1,1,395,0,0.5149,n-m,13684.5714,13684.5714
1,1,1,396,0,0.513,n-m,13718.4176,13718.4176
1,1,1,397,0,0.5187,n-m,13752.2637,13752.2637
1,1,1,398,0,0.5225,n-m,13786.022,13786.022
1,1,1,399,0,0.5187,n-m,13819.8681,13819.8681
1,1,1,400,0,0.5149,n-m,13853.7143,13853.7143
1,1,1,401,0,0.5092,n-m,13887.5604,13887.5604
1,1,1,402,0,0.513,n-m,13921.5824,13921.5824
1,1,1,403,0,0.513,n-m,13955.7802,13955.7802
1,1,1,404,0,0.5111,n-m,13989.978,13989.978
1,1,1,405,0,0.5149,n-m,14024.0879,14024.0879
1,1,1,406,0,0.5187,n-m,14058.1978,14058.1978
1,1,1,407,0,0.5187,n-m,14092.3077,14092.3077
1,1,1,408,0,0.5168,n-m,14126.4176,14126.4176
1,1,1,409,0,0.5244,n-m,14160.5275,14160.5275
1,1,1,410,0,0.5168,n-m,14194.6374,14194.6374
1,1,1,411,0,0.5168,n-m,14228.6593,14228.6593
1,1,1,412,0,0.5111,n-m,14262.5934,14262.5934
1,1,1,413,0,0.513,n-m,14296.5275,14296.5275
1,1,1,414,0,0.5111,n-m,14330.3736,14330.3736
1,1,1,415,0,0.5149,n-m,14364.3077,14364.3077
1,1,1,416,0,0.5225,n-m,14398.2418,14398.2418
1,1,1,417,0,0.5206,n-m,14432.1758,14432.1758
1,1,1,418,0,0.5206,n-m,14466.1978,14466.1978
1,1,1,419,0,0.5168,n-m,14500.2198,14500.2198
1,1,1,420,0,0.5149,n-m,14534.1538,14534.1538
1,1,1,421,0,0.5187,n-m,14568.0879,14568.0879
1,1,1,422,0,0.5187,n-m,14602.1099,14602.1099
1,1,1,423,0,0.5263,n-m,14636.2198,14636.2198
1,1,1,424,0,0.5282,n-m,14670.3297,14670.3297
1,1,1,425,0,0.532,n-m,14704.4396,14704.4396
1,1,1,426,0,0.5301,n-m,14738.5495,14738.5495
1,1,1,427,0,0.5301,n-m,14772.5714,14772.5714
1,1,1,428,0,0.5244,n-m,14806.5055,14806.5055
1,1,1,429,0,0.5244,n-m,14840.3516,14840.3516
1,1,1,430,0,0.5301,n-m,14874.1978,14874.1978
1,1,1,431,0,0.5263,n-m,14907.956,14907.956
1,1,1,432,0,0.5377,n-m,14941.8901,14941.8901
1,1,1,433,0,0.5434,n-m,14975.7363,14975.7363
1,1,1,434,0,0.5415,n-m,15009.4945,15009.4945
1,1,1,435,0,0.5472,n-m,15043.2527,15043.2527
1,1,1,436,0,0.5415,n-m,15077.0989,15077.0989
1,1,1,437,0,0.5472,n-m,15110.8571,15110.8571
1,1,1,438,0,0.5434,n-m,15144.5275,15144.5275
1,1,1,439,0,0.5434,n-m,15178.3736,15178.3736
1,1,1,440,0,0.5529,n-m,15212.2198,15212.2198
1,1,1,441,0,0.5529,n-m,15246.2418,15246.2418
1,1,1,442,0,0.5567,n-m,15280.2637,15280.2637
1,1,1,443,0,0.5624,n-m,15314.2857,15314.2857
1,1,1,444,0,0.57,n-m,15348.2198,15348.2198
1,1,1,445,0,0.5719,n-m,15382.1538,15382.1538
1,1,1,446,0,0.5776,n-m,15416.0,15416.0
1,1,1,447,0,0.5757,n-m,15449.9341,15449.9341
1,1,1,448,0,0.5738,n-m,15483.6923,15483.6923
1,1,1,449,0,0.5757,n-m,15517.6264,15517.6264
1,1,1,450,0,0.5757,n-m,15551.4725,15551.4725
1,1,1,451,0,0.5814,n-m,15585.3187,15585.3187
1,1,1,452,0,0.5852,n-m,15619.1648,15619.1648
1,1,1,453,0,0.5814,n-m,15652.9231,15652.9231
1,1,1,454,0,0.5909,n-m,15686.6813,15686.6813
1,1,1,455,0,0.5871,n-m,15720.3516,15720.3516
1,1,1,456,0,0.589,n-m,15754.022,15754.022
